"Date","GEO","HPI"
2019-11-01,"Oshawa",101.1
2019-11-01,"Toronto",99.1
2019-11-01,"Hamilton",106.1
2019-11-01,"Niagara",107.8
2019-11-01,"Kitchener",108.6
2019-11-01,"Guelph",107.4
2019-11-01,"London",117.5
2019-11-01,"Windsor",107.7
2019-11-01,"Sudbury",101.7
2019-11-01,"Alberta",95.4
2019-11-01,"Calgary",95.6
2019-11-01,"Edmonton",95.1
2019-11-01,"British Columbia",104.5
2019-11-01,"Kelowna",104.5
2019-11-01,"Vancouver",104.8
2019-11-01,"Victoria",100.7
2019-12-01,"Quebec",110.4
2019-12-01,"Montreal",114.3
2019-12-01,"Ontario",104.7
2019-12-01,"Ottawa",120.6
2019-12-01,"Oshawa",101.3
2019-12-01,"Toronto",99.3
2019-12-01,"Hamilton",106.2
2019-12-01,"Niagara",108.1
2019-12-01,"Kitchener",108.6
2019-12-01,"Guelph",107.4
2019-12-01,"London",117.6
2019-12-01,"Windsor",107.7
2019-12-01,"Sudbury",101.4
2019-12-01,"Alberta",95.7
2019-12-01,"Calgary",95.6
2019-12-01,"Edmonton",95.7
2019-12-01,"British Columbia",104.8
2019-12-01,"Kelowna",104.5
2019-12-01,"Vancouver",105.1
2019-12-01,"Victoria",101
2020-01-01,"Quebec",110.7
2020-01-01,"Montreal",114.7
2020-01-01,"Ontario",104.6
2020-01-01,"Ottawa",122.5
2020-01-01,"Oshawa",102
2020-01-01,"Toronto",98.7
2020-01-01,"Hamilton",106.1
2020-01-01,"Niagara",108.1
2020-01-01,"Kitchener",108.6
2020-01-01,"Guelph",107.4
2020-01-01,"London",117.9
2020-01-01,"Windsor",107.8
2020-01-01,"Sudbury",102.7
2020-01-01,"Alberta",95.5
2020-01-01,"Calgary",95
2020-01-01,"Edmonton",96.1
2020-01-01,"British Columbia",104.2
2020-01-01,"Kelowna",105.5
2020-01-01,"Vancouver",104.3
2020-01-01,"Victoria",101
2020-02-01,"Quebec",111.2
2020-02-01,"Montreal",115.3
2020-02-01,"Ontario",105.4
2020-02-01,"Ottawa",124.2
2020-02-01,"Oshawa",102.7
2020-02-01,"Toronto",99.3
2020-02-01,"Hamilton",106.4
2020-02-01,"Niagara",109.8
2020-02-01,"Kitchener",110.3
2020-02-01,"Guelph",107.8
2020-02-01,"London",118
2020-02-01,"Windsor",108.6
2020-02-01,"Sudbury",102.7
2020-02-01,"Alberta",95.8
2020-02-01,"Calgary",95.5
2020-02-01,"Edmonton",96
2020-02-01,"British Columbia",104.5
2020-02-01,"Kelowna",105.3
2020-02-01,"Vancouver",104.6
2020-02-01,"Victoria",102.2
2020-03-01,"Quebec",112.1
2020-03-01,"Montreal",116.4
2020-03-01,"Ontario",105.9
2020-03-01,"Ottawa",126.1
2020-03-01,"Oshawa",101.7
2020-03-01,"Toronto",99.7
2020-03-01,"Hamilton",107
2020-03-01,"Niagara",110
2020-03-01,"Kitchener",110.9
2020-03-01,"Guelph",109
2020-03-01,"London",118.8
2020-03-01,"Windsor",108.6
2020-03-01,"Sudbury",102.7
2020-03-01,"Alberta",95.6
2020-03-01,"Calgary",94.6
2020-03-01,"Edmonton",96.4
2020-03-01,"British Columbia",105.1
2020-03-01,"Kelowna",105.3
2020-03-01,"Vancouver",105.2
2020-03-01,"Victoria",102.1
2020-04-01,"Quebec",112.3
2020-04-01,"Montreal",116.7
2020-04-01,"Ontario",106
2020-04-01,"Ottawa",126.7
2020-04-01,"Oshawa",101.7
2020-04-01,"Toronto",99.7
2020-04-01,"Hamilton",107.2
2020-04-01,"Niagara",110.2
2020-04-01,"Kitchener",111.8
2020-04-01,"Guelph",109.7
2020-04-01,"London",119
2020-04-01,"Windsor",108.6
2020-04-01,"Sudbury",102.7
2020-04-01,"Alberta",95.3
2020-04-01,"Calgary",94.5
2020-04-01,"Edmonton",96
2020-04-01,"British Columbia",105
2020-04-01,"Kelowna",105.3
2020-04-01,"Vancouver",105.2
2020-04-01,"Victoria",102.1
2020-05-01,"Quebec",112.3
2020-05-01,"Montreal",116.7
2020-05-01,"Ontario",106.3
2020-05-01,"Ottawa",128.2
2020-05-01,"Oshawa",101.7
2020-05-01,"Toronto",99.7
2020-05-01,"Hamilton",107.3
2020-05-01,"Niagara",110.3
2020-05-01,"Kitchener",111.9
2020-05-01,"Guelph",110.3
2020-05-01,"London",119.6
2020-05-01,"Windsor",108.6
2020-05-01,"Sudbury",102.7
2020-05-01,"Alberta",95.3
2020-05-01,"Calgary",94.5
2020-05-01,"Edmonton",96
2020-05-01,"British Columbia",105.1
2020-05-01,"Kelowna",105.2
2020-05-01,"Vancouver",105.2
2020-05-01,"Victoria",102.1
2020-06-01,"Quebec",112.7
2020-06-01,"Montreal",117.2
2020-06-01,"Ontario",106.4
2020-06-01,"Ottawa",128.4
2020-06-01,"Oshawa",101.7
2020-06-01,"Toronto",99.7
2020-06-01,"Hamilton",107.1
2020-06-01,"Niagara",111.4
2020-06-01,"Kitchener",112.3
2020-06-01,"Guelph",111
2020-06-01,"London",119.7
2020-06-01,"Windsor",108.6
2020-06-01,"Sudbury",102.7
2020-06-01,"Alberta",95.2
2020-06-01,"Calgary",94.4
2020-06-01,"Edmonton",96
2020-06-01,"British Columbia",105.1
2020-06-01,"Kelowna",105.9
2020-06-01,"Vancouver",105.2
2020-06-01,"Victoria",102.1
2020-07-01,"Quebec",113.4
2020-07-01,"Montreal",118
2020-07-01,"Ontario",106.7
2020-07-01,"Ottawa",129.8
2020-07-01,"Oshawa",102.3
2020-07-01,"Toronto",99.6
2020-07-01,"Hamilton",108.4
2020-07-01,"Niagara",112.1
2020-07-01,"Kitchener",113.3
2020-07-01,"Guelph",111.7
2020-07-01,"London",120
2020-07-01,"Windsor",109.6
2020-07-01,"Sudbury",102.7
2020-07-01,"Alberta",94.6
2020-07-01,"Calgary",93.5
2020-07-01,"Edmonton",95.7
2020-07-01,"British Columbia",105.6
2020-07-01,"Kelowna",106.1
2020-07-01,"Vancouver",105.8
2020-07-01,"Victoria",102.1
2020-08-01,"Quebec",113.6
2020-08-01,"Montreal",118
2020-08-01,"Ontario",107.4
2020-08-01,"Ottawa",131.5
2020-08-01,"Oshawa",104.7
2020-08-01,"Toronto",100.1
2020-08-01,"Hamilton",109.3
2020-08-01,"Niagara",112.1
2020-08-01,"Kitchener",113.5
2020-08-01,"Guelph",112.3
2020-08-01,"London",120.8
2020-08-01,"Windsor",110.2
2020-08-01,"Sudbury",103.2
2020-08-01,"Alberta",94.5
2020-08-01,"Calgary",93.3
2020-08-01,"Edmonton",95.6
2020-08-01,"British Columbia",107
2020-08-01,"Kelowna",107.5
2020-08-01,"Vancouver",107.3
2020-08-01,"Victoria",102.5
2020-09-01,"Quebec",114.8
2020-09-01,"Montreal",119.5
2020-09-01,"Ontario",108.6
2020-09-01,"Ottawa",135.1
2020-09-01,"Oshawa",105.1
2020-09-01,"Toronto",100.9
2020-09-01,"Hamilton",113
2020-09-01,"Niagara",112.3
2020-09-01,"Kitchener",113.9
2020-09-01,"Guelph",115.4
2020-09-01,"London",121.5
2020-09-01,"Windsor",111.6
2020-09-01,"Sudbury",103.5
2020-09-01,"Alberta",95.1
2020-09-01,"Calgary",94
2020-09-01,"Edmonton",96
2020-09-01,"British Columbia",109.7
2020-09-01,"Kelowna",108
2020-09-01,"Vancouver",110.1
2020-09-01,"Victoria",106
2020-10-01,"Quebec",116.8
2020-10-01,"Montreal",121.8
2020-10-01,"Ontario",109.7
2020-10-01,"Ottawa",137.9
2020-10-01,"Oshawa",105.1
2020-10-01,"Toronto",101.9
2020-10-01,"Hamilton",113
2020-10-01,"Niagara",113.8
2020-10-01,"Kitchener",114.4
2020-10-01,"Guelph",117.1
2020-10-01,"London",121.7
2020-10-01,"Windsor",112.8
2020-10-01,"Sudbury",103.7
2020-10-01,"Alberta",95.5
2020-10-01,"Calgary",94.4
2020-10-01,"Edmonton",96.5
2020-10-01,"British Columbia",111.6
2020-10-01,"Kelowna",108
2020-10-01,"Vancouver",112.3
2020-10-01,"Victoria",106.3
2020-11-01,"Quebec",118.7
2020-11-01,"Montreal",123.9
2020-11-01,"Ontario",110.4
2020-11-01,"Ottawa",141.3
2020-11-01,"Oshawa",106.7
2020-11-01,"Toronto",102
2020-11-01,"Hamilton",113.4
2020-11-01,"Niagara",115.2
2020-11-01,"Kitchener",117.2
2020-11-01,"Guelph",118.9
2020-11-01,"London",122
2020-11-01,"Windsor",112.9
2020-11-01,"Sudbury",103.7
2020-11-01,"Alberta",96.2
2020-11-01,"Calgary",95.1
2020-11-01,"Edmonton",97.2
2020-11-01,"British Columbia",112
2020-11-01,"Kelowna",108.8
2020-11-01,"Vancouver",112.6
2020-11-01,"Victoria",107
2020-12-01,"Quebec",119.8
2020-12-01,"Montreal",125
2020-12-01,"Ontario",111.2
2020-12-01,"Ottawa",143
2020-12-01,"Oshawa",108.4
2020-12-01,"Toronto",102.6
2020-12-01,"Hamilton",114.8
2020-12-01,"Niagara",115.8
2020-12-01,"Kitchener",118.6
2020-12-01,"Guelph",118.9
2020-12-01,"London",122.9
2020-12-01,"Windsor",113.2
2020-12-01,"Sudbury",104
2020-12-01,"Alberta",96.1
2020-12-01,"Calgary",95.2
2020-12-01,"Edmonton",96.9
2020-12-01,"British Columbia",111.9
2020-12-01,"Kelowna",108.8
2020-12-01,"Vancouver",112.4
2020-12-01,"Victoria",109
2021-01-01,"Quebec",120.1
2021-01-01,"Montreal",124.9
2021-01-01,"Ontario",113
2021-01-01,"Ottawa",145.6
2021-01-01,"Oshawa",111
2021-01-01,"Toronto",103.9
2021-01-01,"Hamilton",120.9
2021-01-01,"Niagara",116.7
2021-01-01,"Kitchener",118.5
2021-01-01,"Guelph",119.2
2021-01-01,"London",125.5
2021-01-01,"Windsor",115.5
2021-01-01,"Sudbury",106.5
2021-01-01,"Alberta",96.3
2021-01-01,"Calgary",95.5
2021-01-01,"Edmonton",97
2021-01-01,"British Columbia",112.2
2021-01-01,"Kelowna",110.2
2021-01-01,"Vancouver",112.5
2021-01-01,"Victoria",109.1
2021-02-01,"Quebec",121.5
2021-02-01,"Montreal",126.2
2021-02-01,"Ontario",114
2021-02-01,"Ottawa",146.6
2021-02-01,"Oshawa",114
2021-02-01,"Toronto",104.7
2021-02-01,"Hamilton",120.9
2021-02-01,"Niagara",117
2021-02-01,"Kitchener",120.7
2021-02-01,"Guelph",126.4
2021-02-01,"London",126
2021-02-01,"Windsor",116.3
2021-02-01,"Sudbury",107.7
2021-02-01,"Alberta",97.5
2021-02-01,"Calgary",96.7
2021-02-01,"Edmonton",98.2
2021-02-01,"British Columbia",115.3
2021-02-01,"Kelowna",112
2021-02-01,"Vancouver",116
2021-02-01,"Victoria",110.2
2021-03-01,"Quebec",123.8
2021-03-01,"Montreal",128.6
2021-03-01,"Ontario",115.7
2021-03-01,"Ottawa",151.7
2021-03-01,"Oshawa",114
2021-03-01,"Toronto",105.7
2021-03-01,"Hamilton",120.9
2021-03-01,"Niagara",121.7
2021-03-01,"Kitchener",122.6
2021-03-01,"Guelph",127.2
2021-03-01,"London",127.5
2021-03-01,"Windsor",118.2
2021-03-01,"Sudbury",108.2
2021-03-01,"Alberta",98.6
2021-03-01,"Calgary",97.8
2021-03-01,"Edmonton",99.4
2021-03-01,"British Columbia",116.3
2021-03-01,"Kelowna",115.2
2021-03-01,"Vancouver",116.3
2021-03-01,"Victoria",115.8
2021-04-01,"Quebec",131.2
2021-04-01,"Montreal",138.8
2021-04-01,"Ontario",118.3
2021-04-01,"Ottawa",160.9
2021-04-01,"Oshawa",114
2021-04-01,"Toronto",107.1
2021-04-01,"Hamilton",120.9
2021-04-01,"Niagara",124.4
2021-04-01,"Kitchener",123.6
2021-04-01,"Guelph",128.9
2021-04-01,"London",128.5
2021-04-01,"Windsor",128.1
2021-04-01,"Sudbury",118.6
2021-04-01,"Alberta",100.9
2021-04-01,"Calgary",101.6
2021-04-01,"Edmonton",100.1
2021-04-01,"British Columbia",115.4
2021-04-01,"Kelowna",117.7
2021-04-01,"Vancouver",114.8
2021-04-01,"Victoria",117.2
2021-05-01,"Quebec",133.2
2021-05-01,"Montreal",141.6
2021-05-01,"Ontario",119.9
2021-05-01,"Ottawa",165.1
2021-05-01,"Oshawa",114
2021-05-01,"Toronto",107.3
2021-05-01,"Hamilton",120.9
2021-05-01,"Niagara",124.8
2021-05-01,"Kitchener",131.4
2021-05-01,"Guelph",128.9
2021-05-01,"London",135.3
2021-05-01,"Windsor",131
2021-05-01,"Sudbury",119.3
2021-05-01,"Alberta",104.5
2021-05-01,"Calgary",105.7
2021-05-01,"Edmonton",103.2
2021-05-01,"British Columbia",117.4
2021-05-01,"Kelowna",118.8
2021-05-01,"Vancouver",117.1
2021-05-01,"Victoria",117.8
2021-06-01,"Quebec",134.4
2021-06-01,"Montreal",143
2021-06-01,"Ontario",120.7
2021-06-01,"Ottawa",167.8
2021-06-01,"Oshawa",114
2021-06-01,"Toronto",107.5
2021-06-01,"Hamilton",120.9
2021-06-01,"Niagara",126.7
2021-06-01,"Kitchener",132.4
2021-06-01,"Guelph",132.8
2021-06-01,"London",136.5
2021-06-01,"Windsor",133
2021-06-01,"Sudbury",119.3
2021-06-01,"Alberta",107.6
2021-06-01,"Calgary",111
2021-06-01,"Edmonton",104
2021-06-01,"British Columbia",118.4
2021-06-01,"Kelowna",120.5
2021-06-01,"Vancouver",118
2021-06-01,"Victoria",118.1
2021-07-01,"Quebec",135.8
2021-07-01,"Montreal",144.9
2021-07-01,"Ontario",121.4
2021-07-01,"Ottawa",168.8
2021-07-01,"Oshawa",121
2021-07-01,"Toronto",107.8
2021-07-01,"Hamilton",120.9
2021-07-01,"Niagara",126.7
2021-07-01,"Kitchener",133.9
2021-07-01,"Guelph",132.8
2021-07-01,"London",136.6
2021-07-01,"Windsor",133.2
2021-07-01,"Sudbury",121.4
2021-07-01,"Alberta",108
2021-07-01,"Calgary",110.8
2021-07-01,"Edmonton",105.1
2021-07-01,"British Columbia",118.9
2021-07-01,"Kelowna",121.9
2021-07-01,"Vancouver",118.3
2021-07-01,"Victoria",119.7
2021-08-01,"Quebec",137
2021-08-01,"Montreal",146.6
2021-08-01,"Ontario",122.9
2021-08-01,"Ottawa",173.4
2021-08-01,"Oshawa",121.3
2021-08-01,"Toronto",108.9
2021-08-01,"Hamilton",120.9
2021-08-01,"Niagara",126.7
2021-08-01,"Kitchener",133.3
2021-08-01,"Guelph",132.8
2021-08-01,"London",142.6
2021-08-01,"Windsor",133.3
2021-08-01,"Sudbury",121.4
2021-08-01,"Alberta",107.8
2021-08-01,"Calgary",111.3
2021-08-01,"Edmonton",104.2
2021-08-01,"British Columbia",119.7
2021-08-01,"Kelowna",121.9
2021-08-01,"Vancouver",119.3
2021-08-01,"Victoria",119.7
2021-09-01,"Quebec",139.4
2021-09-01,"Montreal",149.7
2021-09-01,"Ontario",123.4
2021-09-01,"Ottawa",174.2
2021-09-01,"Oshawa",124.6
2021-09-01,"Toronto",108.9
2021-09-01,"Hamilton",120.9
2021-09-01,"Niagara",127.3
2021-09-01,"Kitchener",134.2
2021-09-01,"Guelph",132.8
2021-09-01,"London",142.6
2021-09-01,"Windsor",136.9
2021-09-01,"Sudbury",120.6
2021-09-01,"Alberta",107.6
2021-09-01,"Calgary",111.3
2021-09-01,"Edmonton",103.8
2021-09-01,"British Columbia",121
2021-09-01,"Kelowna",121.9
2021-09-01,"Vancouver",120.7
2021-09-01,"Victoria",121.4
2021-10-01,"Quebec",139.9
2021-10-01,"Montreal",150.2
2021-10-01,"Ontario",125.1
2021-10-01,"Ottawa",175.1
2021-10-01,"Oshawa",123.8
2021-10-01,"Toronto",110.6
2021-10-01,"Hamilton",120.9
2021-10-01,"Niagara",129.6
2021-10-01,"Kitchener",140.5
2021-10-01,"Guelph",132.8
2021-10-01,"London",146.4
2021-10-01,"Windsor",137.1
2021-10-01,"Sudbury",120.5
2021-10-01,"Alberta",107.6
2021-10-01,"Calgary",111.6
2021-10-01,"Edmonton",103.5
2021-10-01,"British Columbia",122.6
2021-10-01,"Kelowna",122.5
2021-10-01,"Vancouver",122
2021-10-01,"Victoria",126.3
2021-11-01,"Quebec",141.3
2021-11-01,"Montreal",151.9
2021-11-01,"Ontario",126.5
2021-11-01,"Ottawa",175.6
2021-11-01,"Oshawa",124.2
2021-11-01,"Toronto",112.2
2021-11-01,"Hamilton",120.9
2021-11-01,"Niagara",129.6
2021-11-01,"Kitchener",143.7
2021-11-01,"Guelph",134
2021-11-01,"London",151.3
2021-11-01,"Windsor",138.8
2021-11-01,"Sudbury",121.7
2021-11-01,"Alberta",107.8
2021-11-01,"Calgary",112.2
2021-11-01,"Edmonton",103.2
2021-11-01,"British Columbia",123.7
2021-11-01,"Kelowna",122.5
2021-11-01,"Vancouver",123.3
2021-11-01,"Victoria",126.3
2021-12-01,"Quebec",141.9
2021-12-01,"Montreal",152.6
2021-12-01,"Ontario",126.9
2021-12-01,"Ottawa",175.9
2021-12-01,"Oshawa",124.2
2021-12-01,"Toronto",112.2
2021-12-01,"Hamilton",120.9
2021-12-01,"Niagara",130.3
2021-12-01,"Kitchener",149.2
2021-12-01,"Guelph",134.1
2021-12-01,"London",151.2
2021-12-01,"Windsor",139
2021-12-01,"Sudbury",121.7
2021-12-01,"Alberta",108.2
2021-12-01,"Calgary",112.7
2021-12-01,"Edmonton",103.6
2021-12-01,"British Columbia",123.9
2021-12-01,"Kelowna",122.5
2021-12-01,"Vancouver",123.6
2021-12-01,"Victoria",126.7
